1,1,1,FECHA ACTUAL
2,4,1,2020-05-14 01:39:18.407666
3,4,1,2020-05-14 01:40:59.595512
4,10,1,2020-05-14 08:48:06.684743
5,2,1,2020-05-14 08:53:31.383742
6,10,1,2020-05-14 09:15:22.366832
7,10,1,2020-05-14 09:15:22.614685
8,10,1,2020-05-14 09:16:19.853959
9,10,1,2020-05-14 09:37:34.922993
10,11,1,2020-05-14 10:04:38.144540
11,11,1,2020-05-14 10:04:54.744434
12,10,1,2020-05-14 10:50:06.101494
13,10,1,2020-05-14 10:58:22.161869
14,10,1,2020-05-14 11:04:30.256323
15,2,1,2020-05-15 09:49:51.534719
16,4,1,2020-05-15 22:19:58.982208
17,4,1,2020-05-15 22:21:43.835510
18,4,1,2020-05-15 22:22:36.310622
19,4,1,2020-05-15 22:23:42.223463
20,4,1,2020-05-15 22:24:37.709543
21,4,1,2020-05-15 22:25:49.662064
22,4,1,2020-05-15 22:26:32.842680
23,4,1,2020-05-15 22:26:55.401934
24,4,1,2020-05-15 22:27:33.746292
25,4,1,2020-05-15 22:31:00.182507
26,4,1,2020-05-15 22:31:22.123806
27,4,1,2020-05-15 22:38:40.382186
28,4,1,2020-05-15 22:41:27.315069
29,4,1,2020-05-15 22:42:01.737261
30,4,1,2020-05-15 22:42:47.138287
31,4,1,2020-05-15 22:43:44.245109
32,4,1,2020-05-15 22:44:15.327168
33,4,1,2020-05-15 23:36:48.720208
34,4,1,2020-05-16 11:23:29.455498
35,4,1,2020-05-16 13:33:42.885934
36,4,1,2020-05-17 13:00:07.685679
37,4,1,2020-05-17 14:18:05.102492
38,9,1,2020-05-17 16:04:20.329937
39,9,1,2020-05-17 16:09:43.515863
40,9,1,2020-05-17 16:10:02.128799
41,9,1,2020-05-17 16:11:22.396688
42,2,1,2020-05-17 18:51:49.986244
43,6,1,2020-05-17 18:54:39.459384
44,6,1,2020-05-17 19:34:14.465783
45,9,1,2020-05-17 20:00:41.472737
46,11,1,2020-05-17 20:38:22.950856
47,4,1,2020-05-17 22:00:33.785653
48,5,1,2020-05-17 22:21:14.795179
49,4,1,2020-05-17 22:36:04.641928
50,4,1,2020-05-17 22:38:28.200439
51,7,1,2020-05-17 23:33:28.719779
52,4,1,2020-05-17 23:43:10.677688
53,5,1,2020-05-18 07:40:29.145894
54,10,1,2020-05-18 08:37:34.170956
55,10,1,2020-05-18 08:38:00.343261
56,5,1,2020-05-18 08:55:52.010767
57,5,1,2020-05-18 08:59:45.181917
58,10,1,2020-05-18 09:24:32.739496
59,2,1,2020-05-18 10:25:18.611162
60,6,1,2020-05-18 11:04:35.563701
61,9,1,2020-05-18 11:57:21.954569
62,10,1,2020-05-18 12:35:17.173691
63,8,1,2020-05-18 14:04:57.950294
64,8,1,2020-05-18 14:09:08.046525
65,8,1,2020-05-18 14:09:28.336702
66,8,1,2020-05-18 14:09:31.584327
67,8,1,2020-05-18 14:17:30.877835
68,8,1,2020-05-18 14:21:20.904189
69,11,1,2020-05-18 19:38:01.298283
70,11,1,2020-05-18 19:38:10.461950
71,11,1,2020-05-18 19:41:18.608761
72,5,1,2020-05-18 21:27:40.663761
73,5,1,2020-05-18 21:32:03.258869
74,8,1,2020-05-19 07:48:15.781341
75,8,1,2020-05-19 07:49:25.022885
76,11,1,2020-05-19 08:41:24.877860
77,11,1,2020-05-19 08:46:22.459476
78,11,1,2020-05-19 08:47:05.092403
79,11,1,2020-05-19 09:21:35.754320
80,2,1,2020-05-19 09:40:37.031592
81,2,1,2020-05-19 09:56:07.528104
82,7,1,2020-05-19 10:45:25.935856
83,7,1,2020-05-19 12:03:57.981067
84,7,1,2020-05-19 12:06:55.570119
85,7,1,2020-05-19 12:28:05.278818
86,7,1,2020-05-19 12:30:55.397903
87,7,1,2020-05-19 12:38:30.637811
88,10,1,2020-05-19 13:26:11.277270
89,11,1,2020-05-19 15:49:43.414366
90,9,1,2020-05-19 17:37:11.908642
91,9,1,2020-05-19 17:38:35.994921
92,9,1,2020-05-19 17:47:27.760899
93,9,1,2020-05-19 18:19:46.776991
94,9,1,2020-05-19 18:21:21.739259
95,5,1,2020-05-19 18:40:20.464308
96,11,1,2020-05-19 20:10:27.720915
97,11,1,2020-05-19 20:11:07.454586
98,11,1,2020-05-19 20:12:22.000486
99,9,1,2020-05-19 21:04:00.262089
100,4,1,2020-05-19 21:27:59.742851
101,4,1,2020-05-19 21:58:43.537133
102,4,1,2020-05-19 22:00:32.777629
103,6,1,2020-05-19 22:02:54.926697
104,4,1,2020-05-19 22:12:32.720695
105,4,1,2020-05-19 22:13:54.873100
106,4,1,2020-05-19 22:23:58.860365
107,4,1,2020-05-19 22:31:57.289550
108,4,1,2020-05-19 22:45:08.136408
109,11,1,2020-05-19 22:50:35.073307
110,11,1,2020-05-19 22:57:31.515503
111,4,1,2020-05-20 00:37:30.986659
112,5,1,2020-05-20 00:53:21.779462
113,10,1,2020-05-20 03:49:52.380370
114,10,1,2020-05-20 03:59:40.137971
115,10,1,2020-05-20 04:19:40.242980
116,7,1,2020-05-20 08:43:01.444252
117,6,1,2020-05-20 09:18:58.699274
118,2,1,2020-05-20 09:26:33.306529
119,9,1,2020-05-20 10:36:20.064579
120,9,1,2020-05-20 10:37:30.734643
121,9,1,2020-05-20 10:39:05.944102
122,10,1,2020-05-20 11:44:15.095547
123,9,1,2020-05-20 12:52:51.732911
124,9,1,2020-05-20 12:54:32.844124
125,9,1,2020-05-20 12:57:02.386093
126,9,1,2020-05-20 13:00:49.101952
127,9,1,2020-05-20 13:03:20.421898
128,9,1,2020-05-20 13:04:02.048167
129,9,1,2020-05-20 13:05:30.495716
130,5,1,2020-05-20 13:22:06.310664
131,4,1,2020-05-20 13:43:02.237175
132,4,1,2020-05-20 13:44:45.578935
133,10,1,2020-05-20 13:55:15.990177
134,10,1,2020-05-20 14:10:02.962982
135,4,1,2020-05-20 14:40:54.111438
136,7,1,2020-05-20 16:46:18.996334
137,8,1,2020-05-20 16:53:40.664854
138,8,1,2020-05-20 16:56:00.251773
139,8,1,2020-05-20 16:56:53.824697
140,5,1,2020-05-20 20:48:26.044941
141,7,1,2020-05-20 21:52:15.841465
142,7,1,2020-05-20 22:21:24.462664
143,11,1,2020-05-20 22:51:11.765031
144,11,1,2020-05-20 22:54:02.301701
145,7,1,2020-05-20 23:08:14.279187
146,11,1,2020-05-20 23:08:42.905262
147,11,1,2020-05-20 23:08:47.609910
148,11,1,2020-05-20 23:09:15.209227
149,4,1,2020-05-21 07:36:13.977919
150,4,1,2020-05-21 08:04:51.301326
151,2,1,2020-05-21 08:59:37.154420
152,6,1,2020-05-21 09:02:24.223210
153,4,1,2020-05-21 15:52:44.345793
154,4,1,2020-05-21 16:02:44.278946
155,7,1,2020-05-21 16:09:44.378233
156,4,1,2020-05-21 16:25:51.038261
157,4,1,2020-05-21 16:46:15.625822
158,2,1,2020-05-22 10:08:17.650285
159,11,1,2020-05-22 17:16:37.103839
160,11,1,2020-05-22 17:16:51.092706
161,4,1,2020-05-23 11:39:41.025757
162,4,1,2020-05-23 11:40:13.252237
163,9,1,2020-05-23 14:56:36.747573
164,11,1,2020-05-24 09:29:08.860520
165,11,1,2020-05-24 10:16:02.944602
166,9,1,2020-05-24 12:22:16.188904
167,9,1,2020-05-24 16:45:25.623975
168,6,1,2020-05-24 19:39:24.696527
169,11,1,2020-05-24 19:43:52.733698
170,6,1,2020-05-24 21:10:27.797181
171,4,1,2020-05-24 21:53:41.420486
172,11,1,2020-05-24 22:18:39.859059
173,11,1,2020-05-24 22:19:17.485105
174,11,1,2020-05-24 22:23:23.412981
175,5,1,2020-05-24 23:28:20.422321
176,4,1,2020-05-25 00:58:43.100973
177,7,1,2020-05-25 01:00:43.378974
178,7,1,2020-05-25 01:11:50.351292
179,10,1,2020-05-25 08:21:41.479567
180,10,1,2020-05-25 08:28:29.239690
181,2,1,2020-05-25 09:27:35.367214
182,10,1,2020-05-25 09:31:44.457385
183,10,1,2020-05-25 10:04:00.865513
184,10,1,2020-05-25 10:11:15.692558
185,10,1,2020-05-25 10:34:35.852658
186,8,1,2020-05-25 12:42:22.321201
187,11,1,2020-05-25 16:28:11.811390
188,11,1,2020-05-25 16:55:46.401598
189,4,1,2020-05-25 18:12:33.236449
190,4,1,2020-05-25 18:12:55.015550
191,4,1,2020-05-25 18:18:58.649120
192,4,1,2020-05-25 18:21:26.712671
193,4,1,2020-05-25 18:21:29.980426
194,4,1,2020-05-25 18:27:39.661289
195,4,1,2020-05-25 18:34:53.932313
196,4,1,2020-05-25 18:39:21.335347
197,7,1,2020-05-25 20:02:35.758618
198,7,1,2020-05-25 20:07:22.583060
199,7,1,2020-05-25 20:52:40.495087
200,7,1,2020-05-25 20:54:42.490991
201,7,1,2020-05-25 21:10:35.095975
202,6,1,2020-05-25 21:25:32.722034
203,4,1,2020-05-25 22:43:02.951093
204,10,1,2020-05-25 23:25:39.510610
205,10,1,2020-05-25 23:26:43.177612
206,10,1,2020-05-25 23:42:59.438526
207,10,1,2020-05-26 09:22:01.599746
208,4,1,2020-05-26 10:20:30.775553
209,9,1,2020-05-26 13:00:43.624267
210,10,1,2020-05-26 13:59:09.632196
211,10,1,2020-05-26 14:03:39.918371
212,8,1,2020-05-26 14:22:31.968222
213,11,1,2020-05-26 15:10:35.869662
214,9,1,2020-05-26 15:15:51.050148
215,9,1,2020-05-26 15:17:48.229671
216,9,1,2020-05-26 15:19:30.362842
217,9,1,2020-05-26 15:26:54.628787
218,11,1,2020-05-26 15:32:48.102456
219,11,1,2020-05-26 15:37:29.311512
220,9,1,2020-05-26 15:58:00.173831
221,9,1,2020-05-26 15:58:48.793709
222,9,1,2020-05-26 15:59:29.188381
223,9,1,2020-05-26 16:00:14.998707
224,2,1,2020-05-26 17:20:49.669502
225,5,1,2020-05-26 18:15:41.343633
226,11,1,2020-05-26 19:54:47.427625
227,5,1,2020-05-26 20:04:32.098739
228,11,1,2020-05-26 20:35:13.502677
229,11,1,2020-05-26 20:39:10.958238
230,11,1,2020-05-26 21:02:57.701738
231,11,1,2020-05-26 21:47:53.586479
232,11,1,2020-05-26 21:57:26.158039
233,11,1,2020-05-26 21:58:04.433761
234,11,1,2020-05-26 22:52:20.644157
235,11,1,2020-05-26 22:52:37.376841
236,4,1,2020-05-26 22:54:24.325649
237,11,1,2020-05-26 22:55:29.441192
238,11,1,2020-05-26 22:58:31.378636
239,11,1,2020-05-26 23:06:50.436165
240,6,1,2020-05-27 08:33:00.012688
241,2,1,2020-05-27 08:56:43.743509
242,8,1,2020-05-27 11:12:31.231874
243,4,1,2020-05-27 11:20:13.504257
244,8,1,2020-05-27 11:28:55.916174
245,8,1,2020-05-27 12:14:51.112601
246,8,1,2020-05-27 12:16:53.821776
247,10,1,2020-05-27 12:39:42.303242
248,11,1,2020-05-27 13:06:40.120051
249,11,1,2020-05-27 13:07:00.477545
250,5,1,2020-05-27 14:04:49.634931
251,4,1,2020-05-27 14:09:57.273325
252,4,1,2020-05-27 14:10:04.610197
253,7,1,2020-05-27 14:50:20.421695
254,9,1,2020-05-27 15:18:50.660529
255,6,1,2020-05-27 19:10:48.470795
256,8,1,2020-05-27 19:14:06.176866
257,6,1,2020-05-27 19:14:29.380959
258,6,1,2020-05-27 19:15:20.755506
259,4,1,2020-05-27 23:29:57.426104
260,2,1,2020-05-28 08:48:07.122046
261,10,1,2020-05-28 09:23:54.952613
262,6,1,2020-05-28 11:00:50.036957
263,4,1,2020-05-28 11:04:57.942395
264,11,1,2020-05-28 11:29:14.709220
265,11,1,2020-05-28 11:29:40.162346
266,11,1,2020-05-28 11:34:21.717632
267,11,1,2020-05-28 11:36:51.161020
268,5,1,2020-05-28 14:05:34.446448
269,5,1,2020-05-28 14:16:28.311433
270,6,1,2020-05-28 15:39:18.207771
271,6,1,2020-05-28 15:42:13.898919
272,6,1,2020-05-28 15:43:05.021609
273,7,1,2020-05-28 15:54:49.383819
274,6,1,2020-05-28 15:54:49.881698
275,7,1,2020-05-28 15:57:53.681423
276,9,1,2020-05-28 16:01:29.614204
277,9,1,2020-05-28 16:01:48.544592
278,6,1,2020-05-28 16:17:38.419841
279,6,1,2020-05-28 16:21:59.931682
280,6,1,2020-05-28 16:22:52.494790
281,6,1,2020-05-28 16:23:18.580731
282,6,1,2020-05-28 16:28:51.219819
283,6,1,2020-05-28 16:35:41.901204
284,6,1,2020-05-28 16:38:24.150193
285,6,1,2020-05-28 16:38:40.314309
286,6,1,2020-05-28 16:42:37.938667
287,6,1,2020-05-28 16:44:09.592799
288,6,1,2020-05-28 16:46:33.913176
289,6,1,2020-05-28 16:46:56.166009
290,6,1,2020-05-28 16:47:12.928812
291,6,1,2020-05-28 16:47:58.210380
292,6,1,2020-05-28 16:48:59.998286
293,6,1,2020-05-28 16:49:33.140333
294,6,1,2020-05-28 16:50:50.648635
295,6,1,2020-05-28 16:52:56.625963
296,6,1,2020-05-28 16:53:12.885394
297,6,1,2020-05-28 16:54:23.011051
298,6,1,2020-05-28 16:55:24.400340
299,6,1,2020-05-28 16:55:39.948232
300,6,1,2020-05-28 16:57:04.182276
301,6,1,2020-05-28 18:24:08.608319
302,6,1,2020-05-28 19:22:01.869873
303,6,1,2020-05-28 19:23:59.384774
304,4,1,2020-05-28 19:33:51.050695
305,6,1,2020-05-28 19:54:34.529460
306,6,1,2020-05-28 20:00:32.141427
307,6,1,2020-05-28 20:01:09.659080
308,2,1,2020-05-29 10:07:21.594962
309,10,1,2020-05-29 11:46:50.106721
310,11,1,2020-05-29 13:49:33.327062
311,11,1,2020-05-29 13:50:37.588025
312,11,1,2020-05-29 13:54:49.657556
313,10,1,2020-05-29 13:55:06.990256
314,5,1,2020-05-29 15:42:26.952942
315,5,1,2020-05-29 15:43:03.161786
316,5,1,2020-05-29 16:10:43.121270
317,5,1,2020-05-29 16:27:17.787471
318,9,1,2020-05-29 17:02:58.822575
319,4,1,2020-05-29 17:34:15.001519
320,11,1,2020-05-29 19:36:33.092910
321,10,1,2020-05-30 13:33:49.298361
322,11,1,2020-05-30 16:10:43.299174
323,5,1,2020-05-30 16:27:47.421277
324,8,1,2020-05-31 11:14:24.902910
325,9,1,2020-05-31 13:32:12.364950
326,9,1,2020-05-31 13:32:52.176509
327,9,1,2020-05-31 13:36:15.746881
328,9,1,2020-05-31 13:36:19.064232
329,9,1,2020-05-31 13:37:31.891030
330,6,1,2020-05-31 16:42:29.843943
331,6,1,2020-05-31 19:44:02.363050
332,5,1,2020-05-31 20:46:54.355775
333,6,1,2020-05-31 21:15:30.183473
334,11,1,2020-05-31 22:41:05.820804
335,5,1,2020-05-31 23:07:08.946470
336,4,1,2020-05-31 23:40:08.193402
337,11,1,2020-06-01 00:57:01.981961
338,2,1,2020-06-01 07:39:03.464609
339,5,1,2020-06-01 07:45:47.471678
340,10,1,2020-06-01 08:33:40.994346
341,5,1,2020-06-01 08:37:43.340636
342,5,1,2020-06-01 08:45:59.503516
343,10,1,2020-06-01 08:48:19.336236
344,10,1,2020-06-01 08:48:39.020117
345,10,1,2020-06-01 08:51:45.185395
346,10,1,2020-06-01 09:09:33.840220
347,10,1,2020-06-01 09:15:04.429017
348,10,1,2020-06-01 09:17:34.262443
349,10,1,2020-06-01 09:17:46.814498
350,10,1,2020-06-01 09:46:15.644255
351,10,1,2020-06-01 09:59:10.615821
352,10,1,2020-06-01 10:01:13.451046
353,10,1,2020-06-01 10:02:17.527103
354,10,1,2020-06-01 10:44:03.502181
355,10,1,2020-06-01 12:15:25.718508
356,10,1,2020-06-01 12:26:45.346598
357,10,1,2020-06-01 13:24:05.551854
358,10,1,2020-06-01 13:36:59.803435
359,7,1,2020-06-01 14:11:53.036067
360,4,1,2020-06-01 15:05:21.773722
361,4,1,2020-06-01 15:06:01.022703
362,4,1,2020-06-01 17:03:17.936557
363,4,1,2020-06-01 17:32:18.886085
364,4,1,2020-06-01 17:32:52.982046
365,9,1,2020-06-01 20:10:04.018436
366,6,1,2020-06-01 21:05:48.050331
367,6,1,2020-06-01 21:07:33.794380
368,6,1,2020-06-01 21:12:12.054489
