1044,407,6,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,0.00,0.00,10.00,10.00,10.00,10.00,0.00,0.00,0.00
1042,408,6,7.89,6.30,10.00,9.00,9.50,9.40,8.13,6.70,10.00,9.00,10.00,9.30,6.75,5.50,6.00,10.00,0.00,0.00,6.00,6.00,6.00,6.00,0.00,0.00,0.00
1075,607,8,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,0.00,0.00,0.00
1107,807,10,9.00,9.00,9.00,9.00,9.00,9.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,8.00,8.00,8.00,8.00,0.00,0.00,0.00
1105,801,10,8.00,6.00,10.00,10.00,10.00,10.00,7.00,4.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,0.00,0.00,0.00
1106,807,10,9.00,9.00,9.00,9.00,9.00,9.00,10.00,10.00,10.00,10.00,10.00,10.00,9.55,9.60,9.00,10.00,0.00,0.00,9.00,9.00,9.00,9.00,0.00,0.00,0.00
1105,803,10,9.00,8.00,10.00,10.00,10.00,10.00,8.00,6.00,10.00,10.00,10.00,10.00,9.00,8.00,10.00,10.00,10.00,10.00,9.00,9.00,9.00,9.00,0.00,0.00,0.00
1105,802,10,8.00,6.00,10.00,10.00,10.00,10.00,9.00,8.00,10.00,10.00,10.00,10.00,8.00,6.00,10.00,10.00,10.00,10.00,9.00,9.00,9.00,9.00,0.00,0.00,0.00
1105,808,10,8.00,6.00,10.00,10.00,10.00,10.00,8.00,6.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,0.00,0.00,0.00
1105,809,10,7.00,4.00,10.00,10.00,10.00,10.00,8.00,6.00,10.00,10.00,10.00,10.00,9.00,8.00,10.00,10.00,10.00,10.00,9.00,9.00,9.00,9.00,0.00,0.00,0.00
1105,804,10,9.00,8.00,10.00,10.00,10.00,10.00,8.00,6.00,10.00,10.00,10.00,10.00,9.00,8.00,10.00,10.00,10.00,10.00,9.00,9.00,9.00,9.00,0.00,0.00,0.00
1107,806,10,8.00,8.00,8.00,8.00,8.00,8.00,8.00,8.00,8.00,8.00,8.00,8.00,8.00,8.00,8.00,8.00,0.00,0.00,8.00,8.00,8.00,8.00,0.00,0.00,0.00
1044,402,6,0.00,0.00,0.00,0.00,0.00,0.00,9.20,9.00,9.00,9.00,10.00,10.00,9.90,9.80,10.00,10.00,0.00,0.00,9.90,9.90,9.90,9.90,0.00,0.00,0.00
1106,804,10,9.00,8.00,10.00,10.00,10.00,10.00,8.00,6.00,10.00,10.00,10.00,10.00,8.00,6.00,10.00,10.00,10.00,10.00,9.00,9.00,9.00,9.00,0.00,0.00,0.00
1042,405,6,9.12,8.60,9.80,9.00,10.00,10.00,9.47,9.00,9.80,10.00,10.00,10.00,9.50,9.00,10.00,10.00,0.00,0.00,10.00,10.00,10.00,10.00,0.00,0.00,0.00
1106,808,10,8.00,6.00,10.00,10.00,10.00,10.00,7.00,4.00,10.00,10.00,10.00,10.00,8.00,6.00,10.00,10.00,10.00,10.00,9.00,9.00,9.00,9.00,0.00,0.00,0.00
1005,103,2,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,9.20,9.00,9.00,10.00,0.00,0.00,0.00
1002,105,2,10.00,10.00,10.00,10.00,10.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,10.00,10.00,10.00,0.00,0.00,10.00,10.00,10.00,10.00,0.00,0.00,0.00
1106,801,10,8.00,6.00,10.00,10.00,10.00,10.00,9.00,8.00,10.00,10.00,10.00,10.00,9.00,8.00,10.00,10.00,10.00,10.00,9.00,9.00,9.00,9.00,0.00,0.00,0.00
1044,408,6,6.93,5.00,8.00,9.00,9.50,9.30,8.03,7.30,8.00,9.00,9.00,9.30,7.35,8.20,6.00,7.00,0.00,0.00,6.00,6.00,6.00,6.00,0.00,0.00,0.00
1005,102,2,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,9.20,9.00,9.00,10.00,0.00,0.00,0.00
1005,105,2,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,9.00,9.00,9.00,9.00,0.00,0.00,9.00,9.00,9.00,9.00,0.00,0.00,0.00
1107,802,10,9.00,8.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,0.00,0.00,0.00
1044,406,6,8.00,8.00,8.00,8.00,8.00,8.00,9.00,9.00,9.00,9.00,9.00,9.00,9.00,9.00,9.00,9.00,0.00,0.00,9.00,9.00,9.00,9.00,0.00,0.00,0.00
1107,801,10,9.00,8.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,9.00,8.00,10.00,10.00,10.00,10.00,9.00,9.00,9.00,9.00,0.00,0.00,0.00
1107,803,10,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,0.00,0.00,0.00
1044,403,6,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,0.00,0.00,9.90,9.90,9.90,9.90,0.00,0.00,0.00
1075,608,8,9.00,9.00,9.00,9.00,9.00,9.00,9.00,9.00,9.00,9.00,9.00,9.00,9.80,10.00,10.00,9.20,0.00,0.00,10.00,10.00,10.00,10.00,0.00,0.00,0.00
1075,602,8,7.56,6.80,8.80,8.00,8.20,8.20,8.00,8.00,8.00,8.00,8.00,8.00,8.15,7.30,9.50,8.50,0.00,0.00,10.00,10.00,10.00,10.00,0.00,0.00,0.00
1042,403,6,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,0.00,0.00,10.00,10.00,10.00,10.00,0.00,0.00,0.00
1106,805,10,8.75,8.00,9.00,10.00,10.00,9.00,8.11,9.00,6.40,5.00,10.00,9.00,8.00,8.00,9.00,7.00,0.00,0.00,8.54,7.90,10.00,9.00,0.00,0.00,0.00
1042,407,6,9.00,9.00,9.00,9.00,9.00,9.00,9.00,9.00,9.00,9.00,9.00,9.00,8.60,8.00,9.00,9.00,9.00,10.00,10.00,10.00,10.00,10.00,0.00,0.00,0.00
